Job_Title,Company_Name,URL,Location,Experience,Salary,Skills_Required,Matched_Keywords
Junior System Engineer For Automotive Innovations,NXP Semiconductors,https://www.timesjobs.com/job-detail/junior-system-engineer-for-automotive-innovations-nxp-semiconductors-netherlands-0-1-years-jobid-flol77rU8PFzpSvf+uAgZw==&source=srp,Netherlands,0 - 1 Yrs,Not disclosed,"System Requirements Definition, Hardware/Software Integration, Problem Solving Skills, Technical Documentation Creation, Team Collaboration","Python, R, MATLAB, Embedded Systems, System Design"
EMS / IT SYSTEMS ARCHITECT (INTEGRATION LEAD),CGI Group,https://www.timesjobs.com/job-detail/ems-it-systems-architect-integration-lead-cgi-group-united-states-of-america-usa-5-8-years-jobid-Hyv8tWpxk6RzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Data Management, System Integration, Exam Management, Data Security, Interoperability Solutions",
Principle System Engineer - Automotive MCU,NXP Semiconductors,https://www.timesjobs.com/job-detail/principle-system-engineer-automotive-mcu-nxp-semiconductors-china-8-11-years-jobid-dxdatspMDllzpSvf+uAgZw==&source=srp,China,8 - 11 Yrs,Not disclosed,"AUTOSAR Development, Embedded Systems Expertise, Technical Leadership, Platform Architecture, System Integration","R, Networking, Embedded Systems"
System Service Representative Boston South,IBM,https://www.timesjobs.com/job-detail/system-service-representative-boston-south-ibm-boston-1-3-years-jobid-eaxZ3B7ShMlzpSvf+uAgZw==&source=srp,Boston,1 - 3 Yrs,Not disclosed,"Mainframe Equipment Knowledge, Technical Problem Solving, Service Delivery Management, Client Relationship Management, Collaboration Tools Experience","Operating Systems, Networking"
"Program Manager-I, Japan Transportation Systems",Amazon,https://www.timesjobs.com/job-detail/program-manager-i-japan-transportation-systems-amazon-hyderabadsecunderabad-2-5-years-jobid-1e4XHO2hsbdzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,2 - 5 Yrs,Not disclosed,"Program Management, Process Optimization, Risk Assessment, Requirement Gathering, Data Analysis",SQL
"Systems Development Engineer, Engineering Labs",Google,https://www.timesjobs.com/job-detail/systems-development-engineer-engineering-labs-google-united-states-of-america-usa-2-5-years-jobid-kz81Pqzfq6JzpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,"Systems Administration, Network Administration, Project Management, Linux Scripting, Technical Mentoring","Python, R, Linux, Bash, Shell Scripting, Networking"
Senior Technology Business Systems Consultant,Wells Fargo,https://www.timesjobs.com/job-detail/senior-technology-business-systems-consultant-wells-fargo-hyderabadsecunderabad-4-10-years-jobid-trbVrl27W5RzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,4 - 10 Yrs,Not disclosed,"Project Management, Infrastructure Modernization, Risk Management, Stakeholder Communication, Release Management",Agile
Logistics And Systems Support Program Manager,Google,https://www.timesjobs.com/job-detail/logistics-and-systems-support-program-manager-google-ireland-1-4-years-jobid-MAFAMTPZaJ5zpSvf+uAgZw==&source=srp,Ireland,1 - 4 Yrs,Not disclosed,"Program Management, SAP Deployment, Project Coordination, Communication Skills, Problem Solving","Agile, Jira"
Task Lead And Systems Security Manager (TS/SCI),IBM,https://www.timesjobs.com/job-detail/task-lead-and-systems-security-manager-tssci-ibm-united-states-of-america-usa-5-10-years-jobid-O__SLASH__6YoemYCEBzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 10 Yrs,Not disclosed,"Cybersecurity Services Management, Risk Management Framework, Team Leadership Skills, Service Performance Strategy, Compliance Assessment Knowledge","Operating Systems, Cybersecurity"
"Software Development Manager, Transportation Financial Systems",Amazon,https://www.timesjobs.com/job-detail/software-development-manager-transportation-financial-systems-amazon-bengaluru-7-8-years-jobid-4AhfRoymbV9zpSvf+uAgZw==&source=srp,Bengaluru,7 - 8 Yrs,Not disclosed,"Team Management, Financial Systems, AWS Technologies, Software Development, Stakeholder Collaboration","AWS, Machine Learning, Design Patterns"
IBM Z Engineering System Test Back-End Developer - Systems Assurance Kernel (SAK) Intern 2027,IBM,https://www.timesjobs.com/job-detail/ibm-z-engineering-system-test-back-end-developer-systems-assurance-kernel-sak-intern-2027-ibm-other-citys-in-new-york-0-1-years-jobid-Eu7QjkAku1BzpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Software Architecture Verification, Programming Languages Proficiency, Testing and Debugging, Communication Skills, AI Development Enthusiasm","AWS, Azure, Docker, Networking"
"Staff Software Engineer, Pixel System Security",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-pixel-system-security-google-united-states-of-america-usa-8-11-years-jobid-__SLASH__vg5WXNbmX9zpSvf+uAgZw==&source=srp,United States of America (USA),8 - 11 Yrs,Not disclosed,"System Security Design, Embedded Systems Expertise, Cryptographic Techniques, Software Architecture, Technical Leadership","Rust, Networking, Embedded Systems, System Design"
Senior Linux Systems Engineer - EDA Infrastructure,Nvidia,https://www.timesjobs.com/job-detail/senior-linux-systems-engineer-eda-infrastructure-nvidia-united-states-of-america-usa-8-9-years-jobid-fvpxjIfubs1zpSvf+uAgZw==&source=srp,United States of America (USA),8 - 9 Yrs,Not disclosed,"Linux Systems Administration, Infrastructure as Code, Scripting Proficiency, Virtualization Management, Networking Fundamentals","Python, Go, AWS, GCP, Docker, Kubernetes, Terraform, Ansible, Jenkins, CI/CD, GitHub Actions, Linux, Bash, Operating Systems, Networking"
Senior Operations Research/ System Analyst (ORSA),IBM,https://www.timesjobs.com/job-detail/senior-operations-research-system-analyst-orsa-ibm-united-states-of-america-usa-5-10-years-jobid-ncKMqbLDv65zpSvf+uAgZw==&source=srp,United States of America (USA),5 - 10 Yrs,Not disclosed,"Data Analysis Expertise, Predictive Modeling Techniques, Programming Proficiency (Python), Mathematical Optimization Tools, Data Visualization Tools","Python, R, Docker, Jenkins, CI/CD, Shell Scripting, SQL, PostgreSQL, MySQL, MongoDB, Cassandra, Machine Learning, Pandas, NumPy, Git"
"Senior Software Engineer, AI/ML System Infrastructure",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-aiml-system-infrastructure-google-united-states-of-america-usa-5-8-years-jobid-LsxVjPN5rHxzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Go Programming, Distributed Systems, Infrastructure Design, System Architecture, Data Structures","Go, Google Cloud, CI/CD, Distributed Systems, Networking, Data Structures, Algorithms, System Design"
Career Opportunities: Business System Analyst (50434),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-business-system-analyst-50434-incedo-mexico-3-5-years-jobid-zCn9SDMNTdBzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Proficiency, Business Technology Bridge, Client Relationship Management",Data Science
"Senior Software Engineer, Embedded Systems And Firmware",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-embedded-systems-and-firmware-google-san-francisco-5-8-years-jobid-Jov63SkNmphzpSvf+uAgZw==&source=srp,San Francisco,5 - 8 Yrs,Not disclosed,"Embedded Systems Expertise, C++ Programming Skills, Software Testing Experience, Real Time Operating Systems, Low Level Debugging","Linux, Android, Operating Systems, Networking, Embedded Systems, Algorithms, System Design"
"Staff Hardware System Architect, Pixel Watch",Google,https://www.timesjobs.com/job-detail/staff-hardware-system-architect-pixel-watch-google-united-states-of-america-usa-6-10-years-jobid-DPJzUBsRPq5zpSvf+uAgZw==&source=srp,United States of America (USA),6 - 10 Yrs,Not disclosed,"Hardware Architecture, System on Chip Design, Machine Learning Expertise, Ambient Computing, Technical Leadership","Machine Learning, Android, Algorithms, System Design"
"Test Engineer, Android And Pixel System Test",Google,https://www.timesjobs.com/job-detail/test-engineer-android-and-pixel-system-test-google-taiwan-5-8-years-jobid-MMAMtwSoLw1zpSvf+uAgZw==&source=srp,Taiwan,5 - 8 Yrs,Not disclosed,"Automated Testing, Test Methodologies, Debugging Scripts, Performance Evaluation, AI/ML Application","Machine Learning, Android"
"Software Engineer, Embedded Systems, Pixel Touch",Google,https://www.timesjobs.com/job-detail/software-engineer-embedded-systems-pixel-touch-google-united-states-of-america-usa-5-8-years-jobid-BeCHt1P7jEdzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Embedded Systems Development, C/C++ Programming, Firmware Debugging, Device Driver Writing, Technical Mentorship","Rust, Linux, Android, Operating Systems, Networking, Embedded Systems, Data Structures, Algorithms, System Design"
"Software Developer, XR System Interaction Frameworks",Google,https://www.timesjobs.com/job-detail/software-developer-xr-system-interaction-frameworks-google-canada-san-francisco-5-8-years-jobid-kfxFEHRYD3hzpSvf+uAgZw==&source=srp,"Canada, San Francisco",5 - 8 Yrs,Not disclosed,"D user experience, Graphics development, C++ programming, Game engine experience, Embedded development","Unity, Android, Operating Systems, Networking, System Design"
"Technical Program Manager, Security Systems Operations",Google,https://www.timesjobs.com/job-detail/technical-program-manager-security-systems-operations-google-atlanta-5-8-years-jobid-9VVg5hyM0dtzpSvf+uAgZw==&source=srp,Atlanta,5 - 8 Yrs,Not disclosed,"Data Analysis Expertise, Stakeholder Management, Technical Program Management, Workflow Automation, System Maintenance Knowledge",Networking
Career Opportunities: Business Systems Analyst (50468),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-business-systems-analyst-50468-incedo-mexico-11-12-years-jobid-opHCL63MXa9zpSvf+uAgZw==&source=srp,Mexico,11 - 12 Yrs,Not disclosed,"Analytical problem solving, Requirements gathering expertise, Agile project management, Business intelligence tools, Effective communication skills","Data Science, Agile"
Microcontrollers System Engineering Intern - Summer 2027,NXP Semiconductors,https://www.timesjobs.com/job-detail/microcontrollers-system-engineering-intern-summer-2027-nxp-semiconductors-united-states-of-america-usa-0-1-years-jobid-ZkgyEVZL3yZzpSvf+uAgZw==&source=srp,United States of America (USA),0 - 1 Yrs,Not disclosed,"C Language Proficiency, Embedded Systems Design, Firmware Development, Technical Writing Skills, Machine Learning Applications","R, Machine Learning, Operating Systems, Embedded Systems"
Career Opportunities: Business Systems Analyst (50468),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-business-systems-analyst-50468-incedo-mexico-1-4-years-jobid-cSvUXm5X+cRzpSvf+uAgZw==&source=srp,Mexico,1 - 4 Yrs,Not disclosed,"Analytical problem solving, Requirements documentation, Business process modeling, Communication skills, Agile project management","Data Science, Agile"
"Senior Engineering Manager, AutoCloud Agentic Systems",Google,https://www.timesjobs.com/job-detail/senior-engineering-manager-autocloud-agentic-systems-google-united-states-of-america-usa-8-11-years-jobid-kR9Nbpy1M51zpSvf+uAgZw==&source=srp,United States of America (USA),8 - 11 Yrs,Not disclosed,"Software Development, People Management, Generative AI, Decision Making, Technical Leadership","Google Cloud, Generative AI, Networking, System Design"
"Silicon Software Engineering Manager, Embedded Systems",Google,https://www.timesjobs.com/job-detail/silicon-software-engineering-manager-embedded-systems-google-bengaluru-8-12-years-jobid-nkTy0bBPrCxzpSvf+uAgZw==&source=srp,Bengaluru,8 - 12 Yrs,Not disclosed,"Embedded Systems Development, People Management, Interface Protocols, Firmware Development, System Software Integration","Networking, Embedded Systems, System Design"
"System Development Engineer, Emerging Device Software",Amazon,https://www.timesjobs.com/job-detail/system-development-engineer-emerging-device-software-amazon-bengaluru-5-7-years-jobid-V6ophtBqBzBzpSvf+uAgZw==&source=srp,Bengaluru,5 - 7 Yrs,Not disclosed,"DevOps Practices, CI/CD Implementation, Infrastructure Automation, System Troubleshooting, Programming Proficiency","Python, Java, Rust, Ruby, CI/CD, Linux, Android, Distributed Systems"
Career Opportunities: Business Systems Analyst (50468),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-business-systems-analyst-50468-incedo-mexico-11-12-years-jobid-gODnXM7DyFNzpSvf+uAgZw==&source=srp,Mexico,11 - 12 Yrs,Not disclosed,"Requirements Gathering, Business Process Modeling, Project Management Methodologies, Communication Skills, Analytical Problem Solving","Data Science, Agile"
"Senior Software Engineer, Embedded Systems And Firmware",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-embedded-systems-and-firmware-google-san-francisco-5-8-years-jobid-XNHHGB03ng9zpSvf+uAgZw==&source=srp,San Francisco,5 - 8 Yrs,Not disclosed,"Software Development, Embedded Systems, Real Time Operating Systems, Low Level Debugging, Unix/Linux Environments","Linux, Android, Operating Systems, Networking, Embedded Systems, Algorithms, System Design"
"Senior Software Engineer, AI/ML System Infrastructure",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-aiml-system-infrastructure-google-united-states-of-america-usa-5-8-years-jobid-zu42KLZNSrlzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Go Programming, Distributed Systems, Infrastructure Design, Health Management Systems, System Architecture","Go, Google Cloud, CI/CD, Distributed Systems, Networking, Data Structures, Algorithms, System Design"
"Senior Software Engineer, Embedded Systems And Firmware",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-embedded-systems-and-firmware-google-san-francisco-5-8-years-jobid-ww15jSpwhoFzpSvf+uAgZw==&source=srp,San Francisco,5 - 8 Yrs,Not disclosed,"Embedded Systems, Software Development, Real Time Operating Systems, Low Level Debugging, Unix/Linux Environments","Linux, Android, Operating Systems, Networking, Embedded Systems, Algorithms, System Design"
"System Development Engineer II, Amazon WWR&R",Amazon,https://www.timesjobs.com/job-detail/system-development-engineer-ii-amazon-wwrr-amazon-hyderabadsecunderabad-3-5-years-jobid-+1H6h9mbwyxzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 5 Yrs,Not disclosed,"Automation Development, System Troubleshooting, Programming Languages, CI/CD Pipelines, Linux/Unix Expertise","Python, Java, Rust, Ruby, R, Perl, CI/CD, Linux, SQL, Machine Learning, Distributed Systems, Agile, Design Patterns"
IBM Research Intern 2027: AI Systems,IBM,https://www.timesjobs.com/job-detail/ibm-research-intern-2027-ai-systems-ibm-other-citys-in-new-york-0-1-years-jobid-AxW__SLASH__BqnJkktzpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,Machine Learning Research Python Programming AI Systems Engineering Experiment Design Natural Language Processing,"Python, Linux, Machine Learning, Deep Learning, TensorFlow, PyTorch, Hugging Face, Distributed Systems, Algorithms"
"Software Engineer, Systems Research, PhD, Early Career",Google,https://www.timesjobs.com/job-detail/software-engineer-systems-research-phd-early-career-google-seattle-1-3-years-jobid-BGQNT3IEaY9zpSvf+uAgZw==&source=srp,Seattle,1 - 3 Yrs,Not disclosed,"Programming Languages, Systems Design, Research Experience, Machine Learning Systems, Prototype Development","Python, Java, JavaScript, Google Cloud, Machine Learning, Distributed Systems, Networking, Algorithms, System Design"
"Technical Program Manager, Warehouse And Logistics Security Systems",Google,https://www.timesjobs.com/job-detail/technical-program-manager-warehouse-and-logistics-security-systems-google-atlanta-5-8-years-jobid-lG6vXC2Z9MJzpSvf+uAgZw==&source=srp,Atlanta,5 - 8 Yrs,Not disclosed,"Technical Program Management, Security System Design, Project Coordination, Cross Functional Leadership, Vendor Management",
Administrator - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/administrator-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-3-5-years-jobid-H4W3kHwDuDNzpSvf+uAgZw==&source=srp,Remote,3 - 5 Yrs,Not disclosed,"SCCM Configuration Management, Root Cause Analysis, Technical Troubleshooting, Ticketing System Proficiency, Customer Service Principles",Azure
Hardware And Systems Developer Intern 2027 -New York,IBM,https://www.timesjobs.com/job-detail/hardware-and-systems-developer-intern-2027-new-york-ibm-other-citys-in-new-york-0-1-years-jobid-NkXydAaALQ1zpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Hardware Design, CAD Tools, Circuit Design, Programming Skills, Data Analysis","Python, MATLAB, Bash, Networking, System Design"
Technical Project Lead (SOC-QNX - Hypervisor System Team),Wipro,https://www.timesjobs.com/job-detail/technical-project-lead-soc-qnx-hypervisor-system-team-wipro-south-korea-5-8-years-jobid-bT__SLASH__xr+2EYthzpSvf+uAgZw==&source=srp,South Korea,5 - 8 Yrs,Not disclosed,"QNX Hypervisor Configuration, Performance Optimization, System Issue Triaging, Embedded C/C++ Programming, GPU Virtualization Techniques","Linux, Android, Operating Systems"
Senior Test Lead - System Testing (Storage),HCL Technologies,https://www.timesjobs.com/job-detail/senior-test-lead-system-testing-storage-hcl-technologies-remote-5-9-years-jobid-mZqyL45gf39zpSvf+uAgZw==&source=srp,Remote,5 - 9 Yrs,Not disclosed,"System Testing Principles, Testing Tools Proficiency, Backup & Recovery Knowledge, Linux & Windows Familiarity, Process Improvement Insights","Linux, Operating Systems, Agile"
"Systems Development Engineer, Edge Infrastructure Operations",Google,https://www.timesjobs.com/job-detail/systems-development-engineer-edge-infrastructure-operations-google-ireland-2-5-years-jobid-D7WSu0oOag9zpSvf+uAgZw==&source=srp,Ireland,2 - 5 Yrs,Not disclosed,"System Automation, Linux/Unix Administration, Networking Troubleshooting, Programming Languages, Problem Solving Skills","Python, Go, Google Cloud, Linux, Operating Systems, Networking"
SME - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/sme-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-5-8-years-jobid-vbJrVOADEF5zpSvf+uAgZw==&source=srp,Remote,5 - 8 Yrs,Not disclosed,"SCCM Administration, Software Distribution, Patch Management, Operating System Deployment, PowerShell Automation",
Lead System Designer & Product Security Representative,GE Healthcare,https://www.timesjobs.com/job-detail/lead-system-designer-product-security-representative-ge-healthcare-bengaluru-10-13-years-jobid-xS+dsFzHL6BzpSvf+uAgZw==&source=srp,Bengaluru,10 - 13 Yrs,Not disclosed,"Quality Management Systems, Secure Development Lifecycle, Risk Management Processes, Audit Readiness Activities, Agile Software Development","Agile, Design Patterns, Penetration Testing"
"Senior Hardware Systems Design Engineer, Platforms Infrastructure",Google,https://www.timesjobs.com/job-detail/senior-hardware-systems-design-engineer-platforms-infrastructure-google-united-states-of-america-usa-4-6-years-jobid-YqCWOLHdWGlzpSvf+uAgZw==&source=srp,United States of America (USA),4 - 6 Yrs,Not disclosed,"Hardware Design, System Validation, FPGA Design, Technical Leadership, Data Center Engineering","Networking, System Design"
Project Manager II - Advanced Analytical Systems Integration,Yokogawa Electric Corp Ltd,https://www.timesjobs.com/job-detail/project-manager-ii-advanced-analytical-systems-integration-yokogawa-electric-corp-ltd-united-states-of-america-usa-8-15-years-jobid-qj6556HnXARzpSvf+uAgZw==&source=srp,United States of America (USA),8 - 15 Yrs,Not disclosed,"Project Management, Financial Management, Technical Leadership, Customer Engagement, Cross Functional Teamwork","Networking, System Design, Cybersecurity"
"Senior Technical Lead - CAN, Embedded Systems, C++",HCL Technologies,https://www.timesjobs.com/job-detail/senior-technical-lead-can-embedded-systems-c-hcl-technologies-remote-5-10-years-jobid-o+2tedPz13BzpSvf+uAgZw==&source=srp,Remote,5 - 10 Yrs,Not disclosed,"C++ Programming, Software Development, Embedded Systems, Hardware Integration, Team Leadership","Operating Systems, Embedded Systems"
"Software Engineer, Embedded Systems, XR, Platforms And Devices",Google,https://www.timesjobs.com/job-detail/software-engineer-embedded-systems-xr-platforms-and-devices-google-united-states-of-america-usa-2-5-years-jobid-J__SLASH__F7BM9TKUNzpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,"Low Level Programming, Embedded Operating Systems, Data Structures, Performance Analysis, Version Control Systems","Operating Systems, Networking, Embedded Systems, Git, Data Structures, Algorithms, System Design"
"Sr Technical Program Manager, Transportation Financial Systems",Amazon,https://www.timesjobs.com/job-detail/sr-technical-program-manager-transportation-financial-systems-amazon-bengaluru-5-7-years-jobid-3XPRzDIo8qpzpSvf+uAgZw==&source=srp,Bengaluru,5 - 7 Yrs,Not disclosed,"Program Management, Stakeholder Management, Risk Management, Cross Functional Collaboration, Technical Leadership",
Administrator - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/administrator-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-3-5-years-jobid-w44GVckyJrdzpSvf+uAgZw==&source=srp,Remote,3 - 5 Yrs,Not disclosed,"SCCM Management, Technical Troubleshooting, Root Cause Analysis, Customer Satisfaction, Knowledge Base Management",Azure
Senior Business Systems Analyst - SAP IBP Planning,Nvidia,https://www.timesjobs.com/job-detail/senior-business-systems-analyst-sap-ibp-planning-nvidia-united-states-of-america-usa-1-4-years-jobid-K8TyfbzAg+dzpSvf+uAgZw==&source=srp,United States of America (USA),1 - 4 Yrs,Not disclosed,"SAP IBP Implementation, AI/ML Application, Supply Chain Optimization, S&OP Process Knowledge, Data Driven Insights","Python, R, Machine Learning, Data Science, LLM"
Career Opportunities: Senior Business Systems Analyst (50640),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-business-systems-analyst-50640-incedo-mexico-7-9-years-jobid-9cqBjL5k4nZzpSvf+uAgZw==&source=srp,Mexico,7 - 9 Yrs,Not disclosed,"Requirements Gathering, Business Process Modeling, Communication Skills, Problem Solving, Project Management","Data Science, Agile"
Senior Administrator - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/senior-administrator-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-5-7-years-jobid-zWQudezaz8VzpSvf+uAgZw==&source=srp,Remote,5 - 7 Yrs,Not disclosed,"SCCM Management Skills, Problem Solving Abilities, Effective Communication, ITIL Practices Familiarity, Security Best Practices",
"Firmware And Systems Developer Intern 2027 -Poughkeepsie, NY",IBM,https://www.timesjobs.com/job-detail/firmware-and-systems-developer-intern-2027-poughkeepsie-ny-ibm-other-citys-in-new-york-0-1-years-jobid-Dlw1vvAOBYNzpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Hardware Design Expertise, Firmware Development Skills, Programming Proficiency (Python), CAD Tool Experience, Data Analysis Capabilities","Python, MATLAB, Bash, Embedded Systems, System Design"
Senior Engineer - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/senior-engineer-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-5-7-years-jobid-dWvVL5JZ0kJzpSvf+uAgZw==&source=srp,Remote,5 - 7 Yrs,Not disclosed,"SCCM Application Management, Issue Troubleshooting, Documentation Standards, Client Support Expertise, Ticket Resolution Processes",
"Image Signal Processor System Modeling Engineer, Silicon",Google,https://www.timesjobs.com/job-detail/image-signal-processor-system-modeling-engineer-silicon-google-taiwan-2-5-years-jobid-dcKtXwLTCJ1zpSvf+uAgZw==&source=srp,Taiwan,2 - 5 Yrs,Not disclosed,"Image processing algorithms, System C model development, C/C++ programming, ISP architecture maintenance, SoC development environment","Python, Computer Vision, Algorithms"
"Staff Technical Solutions Consultant, GSRS Security Systems And Technology",Google,https://www.timesjobs.com/job-detail/staff-technical-solutions-consultant-gsrs-security-systems-and-technology-google-chicago-other-citys-in-new-york-7-10-years-jobid-GY0Lf0hoXAdzpSvf+uAgZw==&source=srp,"Chicago, Other City(s) in New York",7 - 10 Yrs,Not disclosed,"Technical troubleshooting, Backend language expertise, Data pipeline management, Machine learning solutions, Software engineering principles","Python, Go, SQL, Machine Learning, LLM"
"Systems Development Engineer, Selling Partner Solutions Storefront",Amazon,https://www.timesjobs.com/job-detail/systems-development-engineer-selling-partner-solutions-storefront-amazon-bengaluru-3-5-years-jobid-l2BuJzSPNQxzpSvf+uAgZw==&source=srp,Bengaluru,3 - 5 Yrs,Not disclosed,"Automation Systems, AWS Services, CI/CD Pipelines, Data Pipelines, Programming Standards","Python, Java, Rust, Ruby, Scala, AWS, CI/CD, Lambda, DynamoDB, Level Design, Operating Systems, Design Patterns, Data Structures, Algorithms"
Senior Administrator - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/senior-administrator-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-5-7-years-jobid-GAf8JoXDLf1zpSvf+uAgZw==&source=srp,Remote,5 - 7 Yrs,Not disclosed,"SCCM Management, Problem Solving Skills, Effective Communication, ITIL Practices, Security Best Practices",
"Senior Technical Lead - CAN, Embedded Systems, C++",HCL Technologies,https://www.timesjobs.com/job-detail/senior-technical-lead-can-embedded-systems-c-hcl-technologies-remote-5-10-years-jobid-vRKFxRQzpydzpSvf+uAgZw==&source=srp,Remote,5 - 10 Yrs,Not disclosed,"C++ Programming, Embedded Systems Architecture, Software Development, Hardware Integration, Team Leadership","Operating Systems, Embedded Systems"
"Senior Technical Lead - CAN, Embedded Systems, C++",HCL Technologies,https://www.timesjobs.com/job-detail/senior-technical-lead-can-embedded-systems-c-hcl-technologies-remote-5-10-years-jobid-BRBCNji3EB5zpSvf+uAgZw==&source=srp,Remote,5 - 10 Yrs,Not disclosed,"C++ Programming, Embedded Systems, Software Development, Hardware Integration, Team Leadership","Operating Systems, Embedded Systems"
MECHANICAL DESIGN ENGINEER - INVERTER & CHARGER CABINET SYSTEMS,Caterpillar Inc,https://www.timesjobs.com/job-detail/mechanical-design-engineer-inverter-charger-cabinet-systems-caterpillar-inc-bengaluru-6-9-years-jobid-Or4DTSqvDoxzpSvf+uAgZw==&source=srp,Bengaluru,6 - 9 Yrs,Not disclosed,"Mechanical design expertise, D CAD proficiency, Thermal management design, Structural analysis skills, Product development experience","Assembly, System Design"
Senior Engineer - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/senior-engineer-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-5-7-years-jobid-Bp9A7RUnQcFzpSvf+uAgZw==&source=srp,Remote,5 - 7 Yrs,Not disclosed,"SCCM Application Management, Troubleshooting Support Issues, Documentation Standards Knowledge, Client Support Experience, Technical Guidance Skills",
Track Manager - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/track-manager-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-7-10-years-jobid-r__SLASH__b38wbPHPFzpSvf+uAgZw==&source=srp,Remote,7 - 10 Yrs,Not disclosed,"Imaging Tools Expertise, Windows OS Proficiency, SCCM Knowledge, Technical Escalation Handling, Scripting Skills","Azure, Agile"
Hardware Development Engineer System & Card Logic Design (f/m/x),IBM,https://www.timesjobs.com/job-detail/hardware-development-engineer-system-card-logic-design-fmx-ibm-germany-2-5-years-jobid-m6w87ofgjzpzpSvf+uAgZw==&source=srp,Germany,2 - 5 Yrs,Not disclosed,"Hardware Development, Digital Logic Design, PCB Technologies, Programming (Python), AI Integration","Python, R, Agile"
"QA/Test Developer Intern: Systems Assurance - Poughkeepsie, NY - 2027",IBM,https://www.timesjobs.com/job-detail/qatest-developer-intern-systems-assurance-poughkeepsie-ny-2027-ibm-other-citys-in-new-york-1-3-years-jobid-9r6E+oihcdFzpSvf+uAgZw==&source=srp,Other City(s) in New York,1 - 3 Yrs,Not disclosed,"Automation Testing, Firmware Design, Programming Languages, Agile Methodologies, Defect Analysis Tools","Python, Java, Ruby, Perl, SQL, LLM, Agile"
Senior Administrator - MS System Center Configuration Manager (SCCM),HCL Technologies,https://www.timesjobs.com/job-detail/senior-administrator-ms-system-center-configuration-manager-sccm-hcl-technologies-remote-3-5-years-jobid-nF6dRrKSOD9zpSvf+uAgZw==&source=srp,Remote,3 - 5 Yrs,Not disclosed,"SCCM Configuration, Complex Problem Solving, Effective Communication, ITIL Practices, Security Best Practices",
"HW Developer Intern: Systems Assurance - Rochester, MN - 2027",IBM,https://www.timesjobs.com/job-detail/hw-developer-intern-systems-assurance-rochester-mn-2027-ibm-united-states-of-america-usa-1-5-years-jobid-9ZqrXC1Mhl5zpSvf+uAgZw==&source=srp,United States of America (USA),1 - 5 Yrs,Not disclosed,"Client Server Architecture, Application Development, Scalable API Design, Agile Methodologies, Communication Skills","LLM, Networking, Agile"
